District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Jamnagar,347158.0,26.4,1.3,1.2805000000000002,10.8,0.985,299167.0,299167.0,3889.1710000000003,171123.52400000003
Jamnagar,347158.0,22.6,1.0,0.985,21.0,0.7880000000000001,299167.0,299167.0,2991.67,250701.94599999997
Porbandar,96015.0,29.9,2.3,2.2655,1.2,0.7880000000000001,87557.0,87557.0,2013.8109999999997,34234.787000000004
Porbandar,96015.0,27.1,1.8,1.7712,5.9,0.6888,87557.0,87557.0,1576.026,50695.503
Porbandar,96015.0,24.2,1.3,1.2766000000000002,10.7,0.5892000000000001,87557.0,87557.0,1138.241,67769.118
Junagadh,489237.0,32.1,1.7,1.6643000000000001,1.7,2.1538000000000004,287506.0,287506.0,4887.602,132252.76
Junagadh,489237.0,29.2,1.6,1.5728,9.4,1.7694,287506.0,287506.0,4600.0960000000005,171353.576
Junagadh,489237.0,23.7,1.4,1.3873999999999997,24.1,1.1891999999999998,287506.0,287506.0,4025.084,246392.642
Amreli,313714.0,28.3,1.7,1.6591999999999998,4.1,1.0735999999999999,116899.0,116899.0,1987.283,60904.379
Amreli,313714.0,27.2,1.5,1.4655,6.7,1.0747000000000002,116899.0,116899.0,1753.485,68736.612
Amreli,313714.0,24.2,1.0,0.981,14.4,0.8828999999999999,116899.0,116899.0,1168.99,91648.81600000002
Bhavnagar,387251.0,32.4,1.5,1.4594999999999998,8.5,0.6811,356826.0,356826.0,5352.39,114541.146
Bhavnagar,387251.0,29.2,1.3,1.2701,32.1,0.6839,356826.0,356826.0,4638.738,192329.21399999998
Bhavnagar,387251.0,25.1,1.1,1.078,62.1,0.588,356826.0,356826.0,3925.0860000000002,291170.016
Anand,413078.0,40.8,2.1,2.0706,7.1,1.1832,208909.0,208909.0,4387.089,86279.41699999999
Anand,413078.0,36.1,1.8,1.7730000000000001,19.1,1.182,208909.0,208909.0,3969.2709999999997,112810.86
Anand,413078.0,25.4,1.3,1.2753,46.4,0.981,208909.0,208909.0,2715.817,173394.47
Kheda,461479.0,41.8,2.5,2.475,2.3,1.089,160547.0,160547.0,4013.675,40778.937999999995
Kheda,461479.0,37.9,2.3,2.2747,14.0,0.9890000000000001,160547.0,160547.0,3692.5809999999997,59884.030999999995
Kheda,461479.0,24.5,1.5,1.4775,54.5,0.591,160547.0,160547.0,2408.205,126029.395
Panch Mahals,463363.0,42.4,2.4,2.0736000000000003,0.7,0.9504000000000002,104238.0,104238.0,2710.188,17720.46
Panch Mahals,463363.0,39.6,2.2,1.9382,1.3,0.8809999999999999,104238.0,104238.0,2501.712,28352.736
Panch Mahals,463363.0,23.7,1.1,1.0725000000000002,5.0,0.4875,104238.0,104238.0,1146.618,87664.158
Dohad,323697.0,38.0,1.6,1.0768,0.2,0.40379999999999994,52807.0,52807.0,1108.9470000000001,3221.2269999999994
Dohad,323697.0,36.3,1.6,1.1232,2.1,0.42119999999999996,52807.0,52807.0,1056.14,6917.717
Dohad,323697.0,22.3,1.0,0.95,18.4,0.57,52807.0,52807.0,580.8770000000001,37915.426
Vadodara,547454.0,43.3,1.9,1.8107,3.5,1.1436,692971.0,692971.0,13859.42,197496.735
Vadodara,547454.0,30.8,1.3,1.2610000000000001,43.0,0.7760000000000001,692971.0,692971.0,9701.594,427563.107
Vadodara,547454.0,19.5,0.8,0.7880000000000001,78.8,0.4925,692971.0,692971.0,5543.768,636840.349
Narmada,138121.0,41.9,1.3,1.2428,0.5,1.5296,22248.0,22248.0,289.224,3559.68
Narmada,138121.0,40.9,1.3,1.2428,2.0,1.6251999999999998,22248.0,22248.0,311.472,4961.304
Narmada,138121.0,32.6,1.9,1.8126,14.2,2.2896,22248.0,22248.0,422.712,16619.256
Bharuch,300677.0,37.4,1.5,1.4685000000000001,4.4,1.5664000000000002,181319.0,181319.0,2719.785,83044.102
Bharuch,300677.0,31.2,1.2,1.176,17.8,1.274,181319.0,181319.0,2175.828,110967.228
Bharuch,300677.0,19.8,0.6,0.5904,42.4,0.5904,181319.0,181319.0,1087.914,162099.18600000002
The Dangs,52102.0,31.7,1.0,0.892,0.5,1.9624000000000001,7516.0,7516.0,82.676,1901.5480000000002
The Dangs,52102.0,31.1,1.0,0.899,0.9,2.0677000000000003,7516.0,7516.0,75.16,2134.544
The Dangs,52102.0,25.5,0.7,0.6769,5.1,2.8043,7516.0,7516.0,52.611999999999995,4344.248
Navsari,267739.0,30.8,1.3,1.1804000000000001,2.1,0.9079999999999999,141417.0,141417.0,1979.838,62930.565
Navsari,267739.0,27.4,1.2,1.1171999999999997,20.4,0.7448,141417.0,141417.0,1697.004,80890.524
Navsari,267739.0,19.6,0.9,0.8828999999999999,61.6,0.3924,141417.0,141417.0,1272.753,121194.369
Valsad,262410.0,37.5,1.3,1.2363,1.1,1.0461,235981.0,235981.0,3067.7529999999997,65130.75600000001
Valsad,262410.0,32.0,1.1,1.0593000000000001,11.3,0.8667,235981.0,235981.0,2595.791,111383.032
Valsad,262410.0,23.9,0.8,0.784,26.2,0.6859999999999999,235981.0,235981.0,2123.8289999999997,179345.56
Surat,369840.0,28.4,1.2,1.1112,11.0,1.1112,1529998.0,1529998.0,18359.976,763469.002
Surat,369840.0,21.2,0.6,0.5832,68.8,0.38880000000000003,1529998.0,1529998.0,9179.988,1298968.3020000001
Surat,369840.0,19.4,0.5,0.49200000000000005,83.4,0.19680000000000003,1529998.0,1529998.0,7649.99,1435138.124
Tapi,192272.0,28.8,0.9,0.7253999999999999,1.2,0.8865999999999999,26217.0,26217.0,262.17,6029.91
Tapi,192272.0,28.8,0.9,0.738,3.8,0.902,26217.0,26217.0,262.17,7366.977000000001
Tapi,192272.0,28.7,0.8,0.7672000000000001,29.0,1.3426,26217.0,26217.0,209.73600000000002,20318.175
Diu,9788.0,12.7,0.3,0.297,0.3,0.495,9062.0,9062.0,27.186,3923.8459999999995
Diu,9788.0,11.6,0.2,0.19700000000000004,1.2,0.4925,9062.0,9062.0,18.124000000000002,5328.456
Diu,9788.0,10.5,0.2,0.1962,2.1,0.5885999999999999,9062.0,9062.0,18.124000000000002,6769.314
Daman,10006.0,25.8,0.9,0.8874,2.7,0.6901999999999999,61073.0,61073.0,549.657,34994.829
Daman,10006.0,34.9,0.6,0.5922,6.2,0.2961,61073.0,61073.0,366.43799999999993,50324.152
Daman,10006.0,36.4,0.5,0.4935,6.8,0.2961,61073.0,61073.0,366.43799999999993,53011.363999999994
Nandurbar,333440.0,44.3,3.6,3.3588,1.0,1.9593,71572.0,71572.0,2791.308,15960.556
Nandurbar,333440.0,41.8,3.6,3.3804000000000003,2.0,1.8780000000000001,71572.0,71572.0,2719.736,20541.164
Nandurbar,333440.0,28.1,3.2,3.1040000000000005,7.2,1.3579999999999999,71572.0,71572.0,2361.8759999999997,45448.22
Dhule,382777.0,36.8,3.4,3.3456,1.4,1.3776,146013.0,146013.0,4964.442,27304.431
Dhule,382777.0,32.8,2.9,2.8448999999999995,3.2,1.1771999999999998,146013.0,146013.0,4380.39,45556.056
Dhule,382777.0,22.0,1.6,1.5536,8.1,0.6796999999999999,146013.0,146013.0,2336.208,95346.489
Jalgaon,796223.0,38.4,5.4,5.3406,1.6,1.1868,373565.0,373565.0,20546.075,84425.69
Jalgaon,796223.0,34.8,4.3,4.2398,2.5,0.986,373565.0,373565.0,16063.295,132615.575
Jalgaon,796223.0,26.5,1.7,1.6643000000000001,4.5,0.6853,373565.0,373565.0,6350.605,242443.68500000003
Buldana,575405.0,46.2,6.7,6.6062,1.0,2.7607999999999997,152787.0,152787.0,10236.729,44461.017
Buldana,575405.0,43.8,6.1,6.0024,1.2,2.46,152787.0,152787.0,9320.007,53933.810999999994
Buldana,575405.0,33.6,3.4,3.3116000000000003,2.2,1.3636,152787.0,152787.0,5347.545,93047.283
Akola,308158.0,46.7,7.1,6.9722,1.7,2.455,196077.0,196077.0,13921.466999999999,60587.793
Akola,308158.0,41.8,5.8,5.6956,2.8,2.3568000000000002,196077.0,196077.0,11568.543,90391.49700000002
Akola,308158.0,33.2,3.7,3.6370999999999998,4.7,2.3592,196077.0,196077.0,7254.849,141763.671
Washim,274925.0,45.6,6.6,6.494400000000001,1.2,2.1648,55921.0,55921.0,3746.7070000000003,15378.275
Washim,274925.0,43.9,5.9,5.7938,1.6,2.455,55921.0,55921.0,3355.26,18901.298
Washim,274925.0,34.9,2.6,2.5324000000000004,3.7,3.7012,55921.0,55921.0,1453.9460000000001,37634.833
Amravati,508921.0,43.8,6.6,6.454799999999999,2.0,4.89,272894.0,272894.0,18011.004,112159.43400000001
Amravati,508921.0,39.3,5.3,5.1728,3.3,4.0016,272894.0,272894.0,14736.276000000002,146544.078
Amravati,508921.0,30.4,2.9,2.8158999999999996,5.8,2.1362,272894.0,272894.0,7913.9259999999995,214494.68399999998
Wardha,268486.0,42.8,9.4,9.174399999999999,2.1,4.7824,120218.0,120218.0,11420.71,56742.89600000001
Wardha,268486.0,36.8,7.6,7.394799999999999,2.9,3.6973999999999996,120218.0,120218.0,9256.786,68163.606
Wardha,268486.0,23.3,3.6,3.4776,4.6,1.2558,120218.0,120218.0,4448.066000000001,94250.91200000001
Nagpur,430844.0,38.2,8.2,8.036,3.1,1.274,877522.0,877522.0,72834.326,404537.64200000005
Nagpur,430844.0,27.8,4.6,4.4712,44.8,0.7776000000000001,877522.0,877522.0,40366.011999999995,664284.1540000001
Nagpur,430844.0,22.8,2.8,2.7103999999999995,65.0,0.484,877522.0,877522.0,24570.615999999995,789769.8
Bhandara,283843.0,43.0,8.0,7.864,1.7,3.1456,72575.0,72575.0,5878.575,40496.85
Bhandara,283843.0,39.4,7.1,6.979299999999999,2.3,3.0473000000000003,72575.0,72575.0,5225.4,44415.9
Bhandara,283843.0,24.4,3.4,3.3286000000000002,4.8,2.5454000000000003,72575.0,72575.0,2467.55,61180.725
Gondiya,319702.0,39.4,5.2,5.090800000000001,1.3,4.307600000000001,66813.0,66813.0,3474.2760000000003,31736.175
Gondiya,319702.0,37.3,4.9,4.787300000000001,1.9,3.7126,66813.0,66813.0,3273.837,35010.011999999995
Gondiya,319702.0,26.2,3.3,3.1911,4.7,1.0637,66813.0,66813.0,2204.8289999999997,51646.44899999999
Gadchiroli,293586.0,41.7,8.5,8.3215,1.3,1.7622000000000002,37254.0,37254.0,3241.098,8270.387999999999
Gadchiroli,293586.0,40.0,8.0,7.832000000000001,1.7,1.6643000000000001,37254.0,37254.0,3017.5739999999996,10058.58
Gadchiroli,293586.0,26.3,3.9,3.8259,5.7,0.7848,37254.0,37254.0,1490.16,24550.386000000002
Chandrapur,451324.0,40.6,11.1,10.911299999999999,1.6,2.8507,233331.0,233331.0,26133.071999999996,67899.32100000001
Chandrapur,451324.0,35.3,8.5,8.347000000000001,4.5,2.1604,233331.0,233331.0,20066.466,101032.32299999999
Chandrapur,451324.0,24.7,3.4,3.3286000000000002,10.4,0.7832000000000001,233331.0,233331.0,7933.254,167298.32700000002
Yavatmal,629243.0,46.3,8.1,7.9704,1.1,2.46,168889.0,168889.0,13680.008999999998,36817.802
Yavatmal,629243.0,42.7,7.2,7.070400000000001,1.7,2.2586,168889.0,168889.0,12328.896999999999,52355.59
Yavatmal,629243.0,28.5,3.9,3.7986,4.2,1.4610000000000003,168889.0,168889.0,6586.670999999999,115182.29800000001
Nanded,591119.0,50.5,7.7,7.5922,0.7,1.2818,230563.0,230563.0,17983.914,44268.096
Nanded,591119.0,46.2,6.7,6.579400000000001,7.7,1.3747999999999998,230563.0,230563.0,15678.284,76316.353
Nanded,591119.0,34.0,4.0,3.884,27.7,1.6506999999999998,230563.0,230563.0,9222.52,168772.116
Hingoli,242456.0,46.0,6.0,5.91,0.8,2.1670000000000003,41913.0,41913.0,2514.78,11274.597
Hingoli,242456.0,44.8,5.6,5.499199999999999,1.7,2.1604,41913.0,41913.0,2347.1279999999997,13579.812
Hingoli,242456.0,37.5,3.1,3.0008,6.9,1.7424000000000002,41913.0,41913.0,1299.303,27536.841
Parbhani,293480.0,46.7,8.3,8.192100000000002,0.7,0.7896000000000001,133759.0,133759.0,11101.997000000001,17789.947
Parbhani,293480.0,43.2,7.1,6.965099999999999,2.4,1.0791,133759.0,133759.0,9630.648000000001,38522.592000000004
Parbhani,293480.0,34.7,4.4,4.2548,6.6,1.6439,133759.0,133759.0,5885.396000000001,89484.77100000001
Jalna,404746.0,40.4,6.8,6.6912,1.0,1.4760000000000002,98084.0,98084.0,6767.795999999999,28640.528
Jalna,404746.0,39.5,6.1,5.978,2.4,1.666,98084.0,98084.0,6081.2080000000005,35800.66
Jalna,404746.0,35.2,3.0,2.889,8.6,2.2148999999999996,98084.0,98084.0,3040.6040000000003,68854.968
Nashik,904661.0,33.8,5.6,5.493599999999999,1.7,1.5696,764271.0,764271.0,42799.176,223931.40300000002
Nashik,904661.0,29.4,4.2,4.111800000000001,13.3,1.0769000000000002,764271.0,764271.0,32099.382,357678.828
Nashik,904661.0,23.7,2.4,2.3447999999999998,28.2,0.4885,764271.0,764271.0,19106.775,528111.2609999999
Thane,713994.0,34.5,5.5,5.236000000000001,5.3,1.5232,2904157.0,2904157.0,168441.10599999997,1152950.3290000001
Thane,713994.0,24.0,2.1,2.0538,32.8,0.978,2904157.0,2904157.0,60987.297,1945785.19
Thane,713994.0,21.1,1.1,1.0835000000000001,40.4,0.7880000000000001,2904157.0,2904157.0,31945.727000000003,2163596.965
Mumbai Suburban,0.0,26.1,1.3,1.274,42.8,0.882,3078829.0,3078829.0,43103.606,1684119.4630000002
Mumbai Suburban,0.0,26.1,1.3,1.274,42.8,0.882,3078829.0,3078829.0,43103.606,1684119.4630000002
Mumbai,0.0,24.9,1.4,1.3622,56.7,1.0703,1107321.0,1107321.0,16609.815,741905.07
Mumbai,0.0,24.9,1.4,1.3622,56.7,1.0703,1107321.0,1107321.0,16609.815,741905.07
Pune,1165718.0,23.1,4.8,4.6752,7.2,1.3636,2056739.0,2056739.0,100780.21100000001,1271064.7019999998
Pune,1165718.0,21.4,2.5,2.455,43.1,0.7856000000000001,2056739.0,2056739.0,53475.21400000001,1517873.382
Pune,1165718.0,20.4,1.2,1.1832,63.2,0.3944,2056739.0,2056739.0,26737.607000000004,1655674.895
Ahmadnagar,1041393.0,30.1,7.3,7.1832,1.5,1.2792000000000001,282011.0,282011.0,20868.814000000002,110266.30099999999
Ahmadnagar,1041393.0,28.6,6.3,6.186599999999999,5.2,1.1784000000000001,282011.0,282011.0,18048.704,130007.071
Ahmadnagar,1041393.0,22.4,2.5,2.4325,19.7,0.7784,282011.0,282011.0,7050.275,207560.096
Bid,563114.0,40.5,7.9,7.7894,0.9,0.6901999999999999,135457.0,135457.0,10836.56,20860.378
Bid,563114.0,38.6,7.0,6.888000000000001,2.1,0.7872000000000001,135457.0,135457.0,9617.447,33999.707
Bid,563114.0,30.0,2.9,2.8303999999999996,7.8,1.0735999999999999,135457.0,135457.0,3928.2529999999997,93600.787
Latur,428616.0,39.5,5.7,5.6145000000000005,0.8,1.7730000000000001,157016.0,157016.0,8949.912,38939.968
Latur,428616.0,37.2,4.9,4.8167,2.5,1.5728,157016.0,157016.0,7693.784000000001,59038.016
Latur,428616.0,29.7,2.5,2.4425,7.8,0.977,157016.0,157016.0,4082.416,122315.464
Osmanabad,367158.0,37.7,6.1,6.008499999999999,1.1,1.2805000000000002,77832.0,77832.0,4825.584,17278.703999999998
Osmanabad,367158.0,36.6,5.6,5.5104,1.3,1.2792000000000001,77832.0,77832.0,4358.592,21559.464
Osmanabad,367158.0,30.7,2.7,2.6351999999999998,2.9,1.2688,77832.0,77832.0,2179.296,44986.89599999999
Solapur,779929.0,29.1,7.7,7.5845,1.2,1.0835000000000001,376302.0,376302.0,29351.556,120792.94200000001
Solapur,779929.0,29.2,5.8,5.6666,9.4,0.8793000000000001,376302.0,376302.0,22201.818000000003,155412.726
Solapur,779929.0,29.4,1.8,1.7280000000000002,26.8,0.38400000000000006,376302.0,376302.0,7149.737999999999,229167.918
Satara,774522.0,26.3,5.1,4.9011,2.9,1.7298,200949.0,200949.0,10650.296999999999,140865.24899999998
Satara,774522.0,25.1,4.7,4.521400000000001,5.1,1.5392000000000001,200949.0,200949.0,9645.552,142874.73899999997
Satara,774522.0,20.0,2.7,2.619,14.4,0.38800000000000007,200949.0,200949.0,5425.6230000000005,151515.546
Ratnagiri,538538.0,28.4,4.1,4.050799999999999,3.3,2.47,100824.0,100824.0,4133.784,67753.728
Ratnagiri,538538.0,26.5,3.7,3.6556,4.0,2.2723999999999998,100824.0,100824.0,3831.3119999999994,69971.856
Ratnagiri,538538.0,16.1,1.9,1.8714999999999997,7.9,1.182,100824.0,100824.0,1915.6559999999997,82675.68
Sindhudurg,295847.0,27.2,4.6,4.5356,2.5,3.3523999999999994,44989.0,44989.0,2069.494,33471.816
Sindhudurg,295847.0,26.7,4.4,4.3296,2.6,3.0504000000000002,44989.0,44989.0,1979.516,34146.651
Sindhudurg,295847.0,22.9,3.0,2.9129999999999994,3.3,1.1651999999999998,44989.0,44989.0,1349.67,39050.452
Kolhapur,796496.0,22.1,1.8,1.6722000000000004,3.4,8.361,382818.0,382818.0,7656.36,284816.592
Kolhapur,796496.0,21.9,1.6,1.5056,8.7,5.928299999999999,382818.0,382818.0,6507.906,285199.41
Kolhapur,796496.0,21.4,1.2,1.1603999999999999,19.7,0.6769,382818.0,382818.0,4593.816,285965.04600000003
Sangli,626872.0,26.5,5.0,4.845,4.0,2.7132,226801.0,226801.0,11566.850999999999,137214.605
Sangli,626872.0,25.9,4.3,4.1667000000000005,9.2,2.1318,226801.0,226801.0,9979.244,147193.84900000002
Sangli,626872.0,24.3,2.4,2.3256,24.0,0.6783,226801.0,226801.0,5443.224,175997.57599999997
Adilabad,597466.0,35.3,6.5,6.422,1.7,0.988,220248.0,220248.0,14316.12,30394.224000000002
Adilabad,597466.0,31.9,5.5,5.422999999999999,4.8,1.3803999999999998,220248.0,220248.0,12113.64,64532.664000000004
Adilabad,597466.0,23.0,2.8,2.7467999999999995,13.1,2.5506,220248.0,220248.0,6166.9439999999995,155715.336
Nizamabad,565165.0,29.7,4.2,3.906,2.8,0.93,155133.0,155133.0,6670.719,45609.102
Nizamabad,565165.0,28.5,3.7,3.4669000000000008,4.8,1.5929,155133.0,155133.0,5895.054,64535.328
Nizamabad,565165.0,24.3,2.1,2.0181,12.3,4.3245,155133.0,155133.0,3412.9260000000004,132638.715
Karimnagar,877236.0,31.9,5.1,5.0081999999999995,2.7,0.982,288044.0,288044.0,14690.243999999999,98511.04800000001
Karimnagar,877236.0,29.2,4.3,4.2139999999999995,7.1,1.274,288044.0,288044.0,12385.892,133076.328
Karimnagar,877236.0,20.3,1.8,1.7496,21.2,2.3328,288044.0,288044.0,5184.792,243109.13600000003
Medak,593653.0,33.8,4.4,4.312,3.1,0.882,195479.0,195479.0,8601.076000000001,62162.322
Medak,593653.0,30.3,3.6,3.528,8.9,1.274,195479.0,195479.0,7232.723000000001,86206.239
Medak,593653.0,18.9,1.2,1.176,28.0,2.548,195479.0,195479.0,2345.748,165375.234
Hyderabad,0.0,18.6,0.9,0.882,91.4,0.588,1066289.0,1066289.0,9596.601,1050294.665
Hyderabad,0.0,18.6,0.9,0.882,91.4,0.588,1066289.0,1066289.0,9596.601,1050294.665
Rangareddy,432098.0,25.0,2.2,2.1538000000000004,8.2,1.0769000000000002,1129224.0,1129224.0,24842.928000000004,491212.44
Rangareddy,432098.0,18.4,1.1,1.0813000000000001,51.5,0.983,1129224.0,1129224.0,12421.464000000002,919188.3360000001
Rangareddy,432098.0,15.8,0.7,0.6888,68.2,0.9840000000000001,1129224.0,1129224.0,7904.567999999999,1084055.04
Mahbubnagar,848963.0,30.3,6.2,6.107,1.7,0.8865000000000001,161052.0,161052.0,9985.224,28828.307999999997
Mahbubnagar,848963.0,28.6,5.5,5.412000000000001,3.4,1.1808,161052.0,161052.0,9018.912,42517.727999999996
Mahbubnagar,848963.0,18.3,1.6,1.5584000000000002,13.9,2.8245999999999998,161052.0,161052.0,2737.8839999999996,125781.612
Nalgonda,833504.0,33.6,5.9,5.782,1.6,1.3719999999999999,197433.0,197433.0,11648.547000000002,62981.12699999999
Nalgonda,833504.0,31.7,5.1,4.9826999999999995,3.2,1.3678,197433.0,197433.0,10266.516000000001,80157.79800000001
Nalgonda,833504.0,23.2,1.7,1.6354,10.5,1.6354,197433.0,197433.0,3356.361,160315.59600000002
Warangal,758738.0,38.2,8.4,8.248800000000001,1.9,1.5712000000000002,288249.0,288249.0,24501.165,85609.953
Warangal,758738.0,34.2,7.0,6.853000000000001,4.2,2.1538000000000004,288249.0,288249.0,20177.43,125964.81300000001
Warangal,758738.0,23.1,2.9,2.8188,10.7,3.6936,288249.0,288249.0,8359.221,237517.176
Khammam,669262.0,33.5,5.1,5.0286,2.4,0.8874,201363.0,201363.0,10470.876,75309.76199999999
Khammam,669262.0,30.9,4.5,4.428,4.0,0.9840000000000001,201363.0,201363.0,9061.335,97056.96600000001
Khammam,669262.0,22.0,2.2,2.1471999999999998,9.4,1.0735999999999999,201363.0,201363.0,4429.986000000001,171964.00200000004
Srikakulam,752752.0,31.7,3.4,3.3523999999999994,0.8,0.5916,149684.0,149684.0,5238.94,19159.552000000003
Srikakulam,752752.0,30.0,3.2,3.1520000000000006,1.3,0.591,149684.0,149684.0,4789.888000000001,31733.007999999998
Srikakulam,752752.0,20.8,1.6,1.5648000000000002,3.9,0.6846,149684.0,149684.0,2544.6279999999997,98641.75600000001
Vizianagaram,592458.0,30.5,3.3,3.2472000000000003,0.6,0.19680000000000003,157056.0,157056.0,5182.848,16804.992
Vizianagaram,592458.0,28.2,3.0,2.949,1.5,0.2949,157056.0,157056.0,4711.68,34552.32
Vizianagaram,592458.0,19.4,1.8,1.7568000000000001,4.9,0.488,157056.0,157056.0,2984.064,104285.18400000001
Visakhapatnam,718847.0,29.2,3.1,3.0597000000000003,1.5,0.7896000000000001,660493.0,660493.0,21135.776,141345.50199999998
Visakhapatnam,718847.0,23.2,2.1,2.0747999999999998,11.9,0.6916,660493.0,660493.0,14530.846000000001,338832.909
Visakhapatnam,718847.0,16.7,1.1,1.0868,23.0,0.5928,660493.0,660493.0,7265.423000000001,551511.655
East Godavari,1199479.0,29.8,3.8,3.7316,2.7,0.8838000000000001,406362.0,406362.0,15848.118,190990.14
East Godavari,1199479.0,27.5,3.3,3.2372999999999994,5.3,0.7848,406362.0,406362.0,13409.945999999998,231219.978
East Godavari,1199479.0,20.3,1.7,1.6643000000000001,13.4,0.39160000000000006,406362.0,406362.0,6908.154,354754.026
West Godavari,1007255.0,29.6,4.8,4.7376,2.7,0.8883,248373.0,248373.0,11921.903999999999,146291.697
West Godavari,1007255.0,27.9,4.3,4.2440999999999995,4.3,0.7896000000000001,248373.0,248373.0,10680.038999999999,160448.95799999998
West Godavari,1007255.0,20.7,2.1,2.0685000000000002,11.3,0.6894999999999999,248373.0,248373.0,5464.206000000001,220306.85100000002
Krishna,909292.0,30.3,4.3,4.235499999999999,2.3,0.3940000000000001,567042.0,567042.0,24949.848,318677.60400000005
Krishna,909292.0,26.2,3.3,3.2504999999999997,14.1,0.591,567042.0,567042.0,19279.428,399197.568
Krishna,909292.0,19.7,1.7,1.6761999999999997,33.1,0.8874,567042.0,567042.0,9639.714,527349.06
Guntur,1069877.0,30.5,4.2,4.1328000000000005,1.9,0.2952,513113.0,513113.0,21550.746,238597.545
Guntur,1069877.0,27.6,3.5,3.4440000000000004,6.2,0.39360000000000006,513113.0,513113.0,17958.955,303762.896
Guntur,1069877.0,21.5,1.9,1.8714999999999997,15.6,0.4925,513113.0,513113.0,9749.146999999999,442816.519
Prakasam,873486.0,29.3,4.1,4.042599999999999,1.1,0.5916,214089.0,214089.0,8991.738000000001,59944.92
Prakasam,873486.0,27.6,3.7,3.6296999999999997,1.9,0.5885999999999999,214089.0,214089.0,7921.293000000001,80283.375
Prakasam,873486.0,20.2,1.9,1.8221,5.2,0.47950000000000004,214089.0,214089.0,4281.78,165704.88600000003
Sri Potti Sriramulu Nellore,689137.0,27.4,4.3,4.2269,1.6,0.4915,264376.0,264376.0,11368.168,67415.88
Sri Potti Sriramulu Nellore,689137.0,24.4,3.6,3.528,4.7,0.784,264376.0,264376.0,9781.912,104692.896
Sri Potti Sriramulu Nellore,689137.0,16.0,1.8,1.7496,13.2,1.4580000000000002,264376.0,264376.0,5023.143999999999,208328.288
Y.S.R.,590589.0,21.3,2.5,2.45,3.5,0.6859999999999999,293504.0,293504.0,7631.104,83355.136
Y.S.R.,590589.0,20.2,2.1,2.0517000000000003,7.3,1.0747000000000002,293504.0,293504.0,6163.584,131489.792
Y.S.R.,590589.0,17.8,1.1,1.067,15.2,1.746,293504.0,293504.0,3228.5440000000003,232161.664
Kurnool,783853.0,26.2,3.3,3.2207999999999997,3.0,0.7807999999999999,306982.0,306982.0,10130.405999999999,84727.032
Kurnool,783853.0,24.6,2.7,2.6406,5.8,0.8802,306982.0,306982.0,8595.496,123713.746
Kurnool,783853.0,20.5,1.3,1.2779,12.9,1.2779,306982.0,306982.0,4297.748,223175.91400000002
Anantapur,902997.0,21.0,2.9,2.8303999999999996,2.7,0.5855999999999999,341431.0,341431.0,9901.499,75114.82
Anantapur,902997.0,20.6,2.4,2.3183999999999996,7.1,1.1591999999999998,341431.0,341431.0,8535.775,125646.608
Anantapur,902997.0,19.5,1.2,1.1292,19.0,2.4466,341431.0,341431.0,4438.603,260170.422
Chittoor,0.0,22.1,3.7,3.6556,2.7,0.8892,0.0,0.0,14648.3,77596.40000000001
Chittoor,0.0,19.8,3.0,2.9520000000000004,9.3,1.1808,0.0,0.0,11877.0,148066.6
Chittoor,0.0,14.2,1.2,1.1664,25.6,1.6524,0.0,0.0,4750.8,322658.5
Belgaum,962777.0,36.9,4.5,4.351500000000001,1.6,1.9340000000000002,356198.0,356198.0,16741.306,65896.63
Belgaum,962777.0,33.6,3.8,3.6784,9.8,1.8392,356198.0,356198.0,13891.722,116832.94399999999
Belgaum,962777.0,24.6,1.9,1.8429999999999997,32.4,1.455,356198.0,356198.0,6767.762,257887.35200000004
Bagalkot,324799.0,41.9,5.1,4.992900000000001,0.9,0.8811000000000001,165858.0,165858.0,8624.616,11941.776000000002
Bagalkot,324799.0,38.2,4.6,4.466599999999999,7.2,0.8739,165858.0,165858.0,7795.326,31181.304
Bagalkot,324799.0,30.6,3.5,3.3425,20.3,0.955,165858.0,165858.0,6136.746,70489.65
Bidar,287134.0,55.7,4.9,4.8167,1.2,1.5728,102269.0,102269.0,5113.45,8999.672
Bidar,287134.0,49.3,4.5,4.4235,4.7,2.2609,102269.0,102269.0,4602.105,23726.408
Bidar,287134.0,29.4,2.9,2.8536,15.6,4.2312,102269.0,102269.0,3068.07,69645.189
Raichur,330446.0,42.3,7.0,6.874,1.3,1.1784000000000001,125402.0,125402.0,8903.542,12540.2
Raichur,330446.0,39.0,6.1,5.9902,7.1,1.2766000000000002,125402.0,125402.0,7774.924,25958.214
Raichur,330446.0,30.1,3.6,3.5352000000000006,23.1,1.5712000000000002,125402.0,125402.0,4514.472,63202.608
Koppal,272968.0,37.9,5.0,4.84,1.3,0.7744,64681.0,64681.0,3363.4120000000003,7761.72
Koppal,272968.0,35.8,4.7,4.5637,2.1,0.7768,64681.0,64681.0,3169.369,11965.985
Koppal,272968.0,26.1,3.6,3.5388,5.8,0.7864,64681.0,64681.0,2393.197,31305.604
Gadag,180066.0,39.9,4.9,4.723600000000001,1.9,1.0604000000000002,111906.0,111906.0,5707.206,10295.351999999999
