State Name,District,Households_Rural,Population,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
ASSAM,Sonitpur,483325.0,1924110.0,54.5,9.4,9.2684,4.8,8.2824,64528.0,64528.0,6194.687999999999,38200.576
ASSAM,Sonitpur,483325.0,1924110.0,31.4,4.5,4.4235,13.7,3.932,64528.0,64528.0,2903.76,61301.6
ASSAM,Lakhimpur,293239.0,1042137.0,64.2,9.6,9.513599999999999,3.2,9.8109,34694.0,34694.0,3365.3179999999998,18630.678
ASSAM,Lakhimpur,293239.0,1042137.0,61.3,9.2,9.107999999999999,4.4,9.306000000000001,34694.0,34694.0,3191.848,20122.52
ASSAM,Lakhimpur,293239.0,1042137.0,36.7,5.5,5.3845,15.2,4.992900000000001,34694.0,34694.0,1908.17,32855.218
ASSAM,Dhemaji,211758.0,686133.0,64.8,9.9,9.7218,3.2,7.266800000000001,16504.0,16504.0,1650.4,6651.111999999999
ASSAM,Dhemaji,211758.0,686133.0,63.4,9.7,9.515699999999999,3.5,7.7499,16504.0,16504.0,1600.888,7393.7919999999995
ASSAM,Dhemaji,211758.0,686133.0,46.5,7.1,6.8656999999999995,7.3,12.8611,16504.0,16504.0,1188.288,15777.823999999999
ASSAM,Tinsukia,290704.0,1327929.0,55.1,4.9,4.811800000000001,5.1,10.016399999999999,90910.0,90910.0,4545.5,70273.43
ASSAM,Tinsukia,290704.0,1327929.0,50.9,4.9,4.8069,7.0,9.025199999999998,90910.0,90910.0,4545.5,73728.01
ASSAM,Tinsukia,290704.0,1327929.0,35.9,4.9,4.777500000000001,13.5,5.5575,90910.0,90910.0,4545.5,85909.95
ASSAM,Dibrugarh,299852.0,1326335.0,53.2,5.7,5.6145000000000005,5.2,8.470999999999998,77163.0,77163.0,4398.291,57254.946
ASSAM,Dibrugarh,299852.0,1326335.0,48.3,5.3,5.2046,8.3,7.5614,77163.0,77163.0,4166.802,60727.281
ASSAM,Dibrugarh,299852.0,1326335.0,28.6,4.0,3.892,21.0,4.2812,77163.0,77163.0,3163.683,74385.132
ASSAM,Sivasagar,360182.0,1151050.0,59.2,6.1,6.0024,4.4,8.6592,45047.0,45047.0,2747.867,32388.793
ASSAM,Sivasagar,360182.0,1151050.0,56.6,5.8,5.6956,5.3,8.1506,45047.0,45047.0,2657.7729999999997,33424.873999999996
ASSAM,Sivasagar,360182.0,1151050.0,35.3,3.8,3.6859999999999995,12.1,3.783,45047.0,45047.0,1756.8329999999999,41983.804000000004
ASSAM,Jorhat,286330.0,1092256.0,60.0,8.1,7.9947,4.5,7.6986,80824.0,80824.0,6546.744000000001,47605.335999999996
ASSAM,Jorhat,286330.0,1092256.0,54.3,7.2,7.0920000000000005,7.8,6.895,80824.0,80824.0,5819.328,53909.608
ASSAM,Jorhat,286330.0,1092256.0,34.3,4.0,3.9160000000000004,19.3,4.111800000000001,80824.0,80824.0,3232.96,76136.208
ASSAM,Golaghat,292893.0,1066888.0,63.0,7.8,7.683,3.5,7.3875,34190.0,34190.0,2701.01,22257.69
ASSAM,Golaghat,292893.0,1066888.0,60.5,7.5,7.3875,4.7,7.289000000000001,34190.0,34190.0,2564.25,23385.96
ASSAM,Golaghat,292893.0,1066888.0,37.9,4.2,4.111800000000001,16.4,5.7761000000000005,34190.0,34190.0,1435.98,33403.63
ASSAM,Karbi Anglong,215691.0,956313.0,64.6,4.3,4.2656,2.9,10.3168,37185.0,37185.0,1598.955,18034.725
ASSAM,Karbi Anglong,215691.0,956313.0,62.8,4.2,4.1664,3.4,10.416000000000002,37185.0,37185.0,1561.77,20377.38
ASSAM,Karbi Anglong,215691.0,956313.0,51.2,3.6,3.5532,6.5,11.251800000000001,37185.0,37185.0,1338.66,35139.825
ASSAM,Dima Hasao,37610.0,214102.0,61.9,4.5,4.473,6.9,14.8106,21309.0,21309.0,958.905,12167.439000000002
ASSAM,Dima Hasao,37610.0,214102.0,56.3,4.0,3.9560000000000004,8.4,12.6592,21309.0,21309.0,873.669,14788.446000000002
ASSAM,Dima Hasao,37610.0,214102.0,44.0,3.1,3.0349,11.6,8.125700000000002,21309.0,21309.0,703.197,20584.494
ASSAM,Cachar,346227.0,1736617.0,55.8,12.0,11.784,3.9,12.569600000000001,88933.0,88933.0,10849.826,69012.008
ASSAM,Cachar,346227.0,1736617.0,52.1,10.9,10.7147,5.6,11.5011,88933.0,88933.0,9871.563,72035.73
ASSAM,Cachar,346227.0,1736617.0,36.4,6.1,6.0024,13.0,6.9864,88933.0,88933.0,5424.913,85197.814
ASSAM,Karimganj,261945.0,1228686.0,55.4,14.5,14.021500000000001,3.0,10.3469,32695.0,32695.0,4871.555,27365.715
ASSAM,Karimganj,261945.0,1228686.0,53.5,14.0,13.566,3.6,10.0776,32695.0,32695.0,4675.385,27790.75
ASSAM,Karimganj,261945.0,1228686.0,35.6,8.6,8.4796,9.5,7.2964,32695.0,32695.0,2844.465,31844.93
ASSAM,Hailakandi,159215.0,659296.0,58.1,16.6,16.251400000000004,2.7,12.727,16202.0,16202.0,2721.936,13269.438
ASSAM,Hailakandi,159215.0,659296.0,56.0,15.9,15.5502,3.4,12.0294,16202.0,16202.0,2608.522,13463.862
ASSAM,Hailakandi,159215.0,659296.0,29.8,7.5,7.2825,12.5,4.0782,16202.0,16202.0,1231.3519999999999,15894.162
ASSAM,Bongaigaon,181923.0,738804.0,63.8,12.4,12.300800000000002,2.2,5.654400000000001,38470.0,38470.0,4808.75,18927.24
ASSAM,Bongaigaon,181923.0,738804.0,57.8,11.0,10.901,3.7,5.3514,38470.0,38470.0,4270.17,21697.08
ASSAM,Bongaigaon,181923.0,738804.0,28.6,4.3,4.2440999999999995,11.1,4.1454,38470.0,38470.0,1654.21,35238.52
ASSAM,Chirang,129018.0,482162.0,56.4,10.7,10.518099999999999,2.5,4.5218,11613.0,11613.0,1265.817,2787.12
ASSAM,Chirang,129018.0,482162.0,55.0,11.0,10.802,2.6,5.106400000000001,11613.0,11613.0,1300.656,3332.9309999999996
ASSAM,Chirang,129018.0,482162.0,38.7,14.7,14.391300000000001,4.0,12.3354,11613.0,11613.0,1718.724,9859.437
ASSAM,Kamrup,390596.0,1517542.0,58.1,12.2,12.0048,3.8,7.9704,43849.0,43849.0,5393.427000000001,24993.93
ASSAM,Kamrup,390596.0,1517542.0,56.6,11.8,11.5876,4.6,7.7578000000000005,43849.0,43849.0,5218.031,25958.608000000004
ASSAM,Kamrup,390596.0,1517542.0,43.3,8.3,8.0178,11.6,5.989199999999999,43849.0,43849.0,3727.165,34509.163
ASSAM,Kamrup Metropolitan,61334.0,1253938.0,51.7,9.9,9.7812,6.8,6.916,366858.0,366858.0,37052.657999999996,237357.12600000002
ASSAM,Kamrup Metropolitan,61334.0,1253938.0,30.3,4.7,4.6295,19.4,3.6445000000000003,366858.0,366858.0,17609.183999999997,338609.934
ASSAM,Kamrup Metropolitan,61334.0,1253938.0,26.7,3.9,3.8376,21.6,3.1488000000000005,366858.0,366858.0,14307.462,355852.26
ASSAM,Nalbari,210706.0,771639.0,60.1,9.3,9.1605,4.8,9.7515,28238.0,28238.0,2682.61,17987.606
ASSAM,Nalbari,210706.0,771639.0,58.1,9.2,9.0528,5.5,9.4464,28238.0,28238.0,2654.3720000000003,18834.746
ASSAM,Nalbari,210706.0,771639.0,42.5,8.4,8.181600000000001,11.0,7.1102,28238.0,28238.0,2400.23,25442.438
ASSAM,Baksa,291641.0,950075.0,63.1,11.1,10.911299999999999,2.4,8.650400000000001,3580.0,3580.0,400.96,1385.46
ASSAM,Baksa,291641.0,950075.0,63.0,11.1,10.911299999999999,2.5,8.7487,3580.0,3580.0,400.96,1410.52
ASSAM,Baksa,291641.0,950075.0,52.5,7.5,7.26,14.1,19.6504,3580.0,3580.0,268.5,3368.78
ASSAM,Darrang,268517.0,928500.0,57.0,17.6,17.424,2.3,7.3260000000000005,20189.0,20189.0,3593.6420000000003,9609.964
ASSAM,Darrang,268517.0,928500.0,55.4,17.0,16.813000000000002,3.2,7.318600000000001,20189.0,20189.0,3472.508,10215.634
ASSAM,Darrang,268517.0,928500.0,33.0,8.3,8.0178,14.8,6.3755999999999995,20189.0,20189.0,1736.254,18533.502
ASSAM,Udalguri,267790.0,831668.0,59.2,10.6,10.4834,3.3,7.1208,13835.0,13835.0,1480.345,5741.525
ASSAM,Udalguri,267790.0,831668.0,57.9,10.4,10.285600000000002,3.6,7.0219000000000005,13835.0,13835.0,1452.675,6073.565
ASSAM,Udalguri,267790.0,831668.0,34.8,7.0,6.895,8.8,5.319000000000001,13835.0,13835.0,996.12,12423.83
WEST BENGAL,Darjiling,303284.0,1846823.0,53.0,7.9,7.7025,5.5,4.5825,215675.0,215675.0,17254.0,112798.025
WEST BENGAL,Darjiling,303284.0,1846823.0,44.3,6.8,6.596,10.2,4.268,215675.0,215675.0,15097.25,141698.475
WEST BENGAL,Darjiling,303284.0,1846823.0,30.4,5.2,4.997199999999999,17.5,3.844,215675.0,215675.0,11430.775,187637.25
WEST BENGAL,Jalpaiguri,798378.0,3872846.0,56.5,15.7,15.354599999999998,2.3,4.3032,319426.0,319426.0,51108.16,118507.046
WEST BENGAL,Jalpaiguri,798378.0,3872846.0,50.7,14.2,13.845,3.4,4.1925,319426.0,319426.0,46316.77,158754.722
WEST BENGAL,Jalpaiguri,798378.0,3872846.0,35.9,10.3,9.980700000000002,6.3,3.8760000000000003,319426.0,319426.0,33539.73,262887.598
WEST BENGAL,Koch Bihar,803407.0,2819086.0,56.2,12.3,12.0048,2.6,8.1008,97331.0,97331.0,12263.705999999998,54213.367
WEST BENGAL,Koch Bihar,803407.0,2819086.0,53.7,11.9,11.6025,2.9,7.8,97331.0,97331.0,11777.051,57619.952000000005
WEST BENGAL,Koch Bihar,803407.0,2819086.0,32.7,7.8,7.534799999999999,6.2,4.926599999999999,97331.0,97331.0,7689.149,87889.89299999998
WEST BENGAL,Uttar Dinajpur,683981.0,3007134.0,56.1,12.1,11.773299999999999,1.5,1.8486999999999998,94269.0,94269.0,11689.356000000002,19419.414
WEST BENGAL,Uttar Dinajpur,683981.0,3007134.0,54.1,12.4,12.065199999999999,2.0,2.0433000000000003,94269.0,94269.0,11877.893999999998,25923.975
WEST BENGAL,Uttar Dinajpur,683981.0,3007134.0,38.5,14.3,13.828100000000001,6.0,3.2878,94269.0,94269.0,13763.274,75980.814
WEST BENGAL,Dakshin Dinajpur,390949.0,1676276.0,56.4,11.7,11.4543,1.7,2.5454000000000003,70077.0,70077.0,8339.163,19271.175
WEST BENGAL,Dakshin Dinajpur,390949.0,1676276.0,53.0,11.4,11.1378,2.6,3.7126,70077.0,70077.0,8058.855,25788.335999999996
WEST BENGAL,Dakshin Dinajpur,390949.0,1676276.0,32.8,9.1,8.7815,8.0,10.808,70077.0,70077.0,6517.161000000001,64190.53199999999
WEST BENGAL,Maldah,830318.0,3988845.0,57.3,11.1,10.8003,1.1,2.7244,128678.0,128678.0,14540.614000000001,32684.211999999996
WEST BENGAL,Maldah,830318.0,3988845.0,55.9,10.7,10.4004,1.9,2.6244,128678.0,128678.0,14025.902,40790.926
WEST BENGAL,Maldah,830318.0,3988845.0,46.6,8.2,7.8801999999999985,7.3,2.4985999999999997,128678.0,128678.0,10680.274000000001,95607.754
WEST BENGAL,Murshidabad,1501066.0,7103807.0,54.3,16.6,16.085400000000003,1.7,4.9419,350899.0,350899.0,59652.83,121761.95300000001
WEST BENGAL,Murshidabad,1501066.0,7103807.0,52.4,15.4,14.768600000000001,2.1,4.6032,350899.0,350899.0,56143.84,138605.105
WEST BENGAL,Murshidabad,1501066.0,7103807.0,43.2,10.2,9.2922,3.9,2.9152,350899.0,350899.0,40704.284,216855.582
WEST BENGAL,Birbhum,831044.0,3502404.0,50.7,15.4,14.999600000000001,1.5,2.0454000000000003,134565.0,134565.0,20992.14,25163.655
WEST BENGAL,Birbhum,831044.0,3502404.0,48.8,14.6,14.191200000000002,2.1,2.0412,134565.0,134565.0,19915.62,32430.165
WEST BENGAL,Birbhum,831044.0,3502404.0,35.6,9.0,8.622,6.6,2.0118,134565.0,134565.0,12514.545,82892.04
WEST BENGAL,Barddhaman,1364868.0,7717563.0,50.5,9.3,9.095400000000001,2.0,4.9878,862368.0,862368.0,81062.592,397551.64800000004
WEST BENGAL,Barddhaman,1364868.0,7717563.0,45.5,8.1,7.9137,5.7,3.8103000000000002,862368.0,862368.0,71576.54400000001,480338.976
WEST BENGAL,Barddhaman,1364868.0,7717563.0,37.2,6.2,6.0512,11.9,1.952,862368.0,862368.0,54329.183999999994,616593.12
WEST BENGAL,Nadia,1081381.0,5167600.0,52.9,15.3,14.994000000000002,2.3,9.702,468390.0,468390.0,73068.84,333962.07
WEST BENGAL,Nadia,1081381.0,5167600.0,48.9,13.9,13.5386,3.4,8.084200000000001,468390.0,468390.0,66042.99,363470.64
WEST BENGAL,Nadia,1081381.0,5167600.0,39.1,10.2,9.792,6.2,4.127999999999999,468390.0,468390.0,49649.34,437007.87
WEST BENGAL,North Twenty Four Parganas,1209337.0,10009781.0,45.5,19.5,19.2075,3.1,11.229000000000001,1649803.0,1649803.0,325011.191,1301694.567
WEST BENGAL,North Twenty Four Parganas,1209337.0,10009781.0,38.1,11.4,11.172,7.5,5.88,1649803.0,1649803.0,191377.14800000002,1443577.625
WEST BENGAL,North Twenty Four Parganas,1209337.0,10009781.0,32.5,5.3,5.1781,10.9,1.954,1649803.0,1649803.0,89089.36200000001,1550814.82
WEST BENGAL,Hugli,992085.0,5519145.0,44.6,11.6,11.379599999999998,2.1,4.512599999999999,647953.0,647953.0,75810.50099999999,389419.753
WEST BENGAL,Hugli,992085.0,5519145.0,40.0,9.1,8.9089,4.5,3.3286000000000002,647953.0,647953.0,59611.676,461342.536
WEST BENGAL,Hugli,992085.0,5519145.0,32.8,5.2,5.07,8.3,1.4625,647953.0,647953.0,34341.509,575382.264
WEST BENGAL,Bankura,900515.0,3596674.0,51.0,11.5,11.201,0.7,0.9740000000000001,90885.0,90885.0,10633.545,14996.025
WEST BENGAL,Bankura,900515.0,3596674.0,49.8,11.2,10.8976,1.0,1.0703,90885.0,90885.0,10451.775,18449.655
WEST BENGAL,Bankura,900515.0,3596674.0,37.1,8.7,8.3607,3.9,1.7298,90885.0,90885.0,8088.765,54894.54
WEST BENGAL,Puruliya,653219.0,2930115.0,57.5,6.9,6.396300000000001,0.3,0.6489,99433.0,99433.0,7358.042,6065.413
WEST BENGAL,Puruliya,653219.0,2930115.0,55.5,6.9,6.4239,0.9,0.7448,99433.0,99433.0,7258.609,11733.094000000001
WEST BENGAL,Puruliya,653219.0,2930115.0,41.4,6.5,6.226999999999999,4.6,1.1496,99433.0,99433.0,6662.0109999999995,50611.397000000004
WEST BENGAL,Haora,483384.0,4850029.0,39.3,13.5,13.1895,1.4,8.0114,869313.0,869313.0,120834.50700000001,523326.42600000004
WEST BENGAL,Haora,483384.0,4850029.0,35.7,9.0,8.721,4.5,4.9419,869313.0,869313.0,79976.796,649376.811
WEST BENGAL,Haora,483384.0,4850029.0,33.5,6.2,5.976800000000001,6.4,3.0848,869313.0,869313.0,56505.345,725876.355
WEST BENGAL,Kolkata,0.0,4496694.0,29.8,2.6,2.5402,43.4,0.8793000000000001,1308106.0,1308106.0,35318.862,1241392.594
WEST BENGAL,Kolkata,0.0,4496694.0,29.8,2.6,2.5402,43.4,0.8793000000000001,1308106.0,1308106.0,35318.862,1241392.594
WEST BENGAL,South Twenty Four Parganas,1568802.0,8161961.0,48.7,15.9,15.5343,1.5,7.034400000000001,611430.0,611430.0,99051.66,336286.5
WEST BENGAL,South Twenty Four Parganas,1568802.0,8161961.0,45.6,13.7,13.371199999999998,2.3,5.855999999999999,611430.0,611430.0,85600.2,382755.18
WEST BENGAL,South Twenty Four Parganas,1568802.0,8161961.0,37.3,7.9,7.6946,4.5,2.7272,611430.0,611430.0,49525.83,508098.33
WEST BENGAL,Paschim Medinipur,1364335.0,5913457.0,49.6,12.7,12.128499999999999,1.3,6.3985,201048.0,201048.0,26538.335999999996,84239.112
WEST BENGAL,Paschim Medinipur,1364335.0,5913457.0,47.4,12.1,11.5918,1.8,5.9396,201048.0,201048.0,25332.048,92683.12800000001
WEST BENGAL,Paschim Medinipur,1364335.0,5913457.0,31.9,8.2,7.9868,5.8,1.9480000000000002,201048.0,201048.0,16686.984,155209.056
WEST BENGAL,Purba Medinipur,1193006.0,5095875.0,47.2,17.5,16.9225,2.1,25.7222,170707.0,170707.0,30897.967,146125.19199999998
WEST BENGAL,Purba Medinipur,1193006.0,5095875.0,45.7,16.6,16.0688,2.4,23.9096,170707.0,170707.0,29361.604,145613.071
WEST BENGAL,Purba Medinipur,1193006.0,5095875.0,34.0,9.9,9.702,5.2,8.526,170707.0,170707.0,17241.407,141345.396
JHARKHAND,Garhwa,272872.0,1322784.0,61.5,4.6,4.531,0.3,0.4925,19180.0,19180.0,882.28,939.82
JHARKHAND,Garhwa,272872.0,1322784.0,60.6,4.7,4.6248000000000005,0.7,0.49200000000000005,19180.0,19180.0,901.46,1361.78
JHARKHAND,Garhwa,272872.0,1322784.0,43.2,6.8,6.5212,8.0,0.5754,19180.0,19180.0,1304.24,8880.34
JHARKHAND,Chatra,200974.0,1042886.0,55.2,4.3,4.127999999999999,0.3,0.48,14528.0,14528.0,653.76,958.8479999999998
JHARKHAND,Chatra,200974.0,1042886.0,54.6,4.3,4.1237,0.4,0.5754,14528.0,14528.0,653.76,1467.328
JHARKHAND,Chatra,200974.0,1042886.0,44.5,4.0,3.7880000000000003,2.5,2.0834,14528.0,14528.0,595.6479999999999,9544.896
JHARKHAND,Kodarma,116714.0,716259.0,50.8,4.0,3.8760000000000003,0.6,0.8721000000000001,34771.0,34771.0,1460.382,2642.5959999999995
JHARKHAND,Kodarma,116714.0,716259.0,49.2,4.3,4.1581,1.1,0.9670000000000001,34771.0,34771.0,1529.9240000000002,5737.215
JHARKHAND,Kodarma,116714.0,716259.0,43.2,5.2,4.986800000000001,3.4,1.1508,34771.0,34771.0,1877.6340000000002,17489.813
JHARKHAND,Giridih,452564.0,2445474.0,50.8,3.0,2.8560000000000003,0.3,0.47600000000000003,46886.0,46886.0,1453.4660000000001,2719.388
JHARKHAND,Giridih,452564.0,2445474.0,49.4,3.0,2.8529999999999998,0.6,0.5706,46886.0,46886.0,1453.4660000000001,5063.688
JHARKHAND,Giridih,452564.0,2445474.0,35.4,3.3,3.0921,3.0,1.5929,46886.0,46886.0,1594.124,28741.118
JHARKHAND,Deoghar,257373.0,1492073.0,55.2,4.8,4.3919999999999995,0.3,0.6405,64337.0,64337.0,3281.1869999999994,3538.535
JHARKHAND,Deoghar,257373.0,1492073.0,51.8,4.6,4.2412,1.1,0.8298000000000001,64337.0,64337.0,3216.85,10551.267999999998
JHARKHAND,Deoghar,257373.0,1492073.0,35.8,4.1,3.9114,5.2,2.0034000000000005,64337.0,64337.0,2702.1540000000005,43942.170999999995
JHARKHAND,Godda,276454.0,1313551.0,57.9,8.7,8.0823,0.3,0.8361000000000002,15576.0,15576.0,1432.9919999999997,1230.5040000000001
JHARKHAND,Godda,276454.0,1313551.0,56.9,8.5,7.8965000000000005,0.4,0.929,15576.0,15576.0,1401.84,1635.48
JHARKHAND,Godda,276454.0,1313551.0,34.9,4.1,3.8703999999999996,2.1,2.9264000000000006,15576.0,15576.0,654.192,10108.824
JHARKHAND,Sahibganj,223450.0,1150567.0,61.0,6.9,6.486000000000001,0.3,1.5979999999999999,37543.0,37543.0,2740.6389999999997,3453.9559999999997
JHARKHAND,Sahibganj,223450.0,1150567.0,58.8,7.0,6.601,0.5,1.9803,37543.0,37543.0,2740.6389999999997,5744.079000000001
JHARKHAND,Sahibganj,223450.0,1150567.0,45.0,7.7,7.3689,1.7,4.4022,37543.0,37543.0,2928.354,20385.849
JHARKHAND,Pakur,200588.0,900422.0,56.2,7.0,6.552,0.2,0.9359999999999999,16587.0,16587.0,1177.677,1210.8509999999999
JHARKHAND,Pakur,200588.0,900422.0,55.4,6.9,6.479100000000001,0.3,0.9390000000000001,16587.0,16587.0,1161.09,1691.874
JHARKHAND,Pakur,200588.0,900422.0,45.6,5.7,5.540400000000001,1.0,1.7496,16587.0,16587.0,945.4590000000001,7712.955
JHARKHAND,Dhanbad,258764.0,2684487.0,50.8,4.6,4.4712,0.8,0.38880000000000003,405455.0,405455.0,19056.385,49465.51
JHARKHAND,Dhanbad,258764.0,2684487.0,46.4,4.1,3.9892999999999996,4.4,1.0703,405455.0,405455.0,17029.11,161371.08999999997
JHARKHAND,Dhanbad,258764.0,2684487.0,43.3,3.7,3.6038000000000006,7.0,1.4610000000000003,405455.0,405455.0,15812.745,240434.815
JHARKHAND,Bokaro,250312.0,2062330.0,48.1,4.0,3.8480000000000003,0.4,0.6734,258452.0,258452.0,10596.532,17057.832
JHARKHAND,Bokaro,250312.0,2062330.0,42.1,3.5,3.388,12.5,0.8712000000000001,258452.0,258452.0,9304.272,86581.42
JHARKHAND,Bokaro,250312.0,2062330.0,35.5,3.1,3.0194000000000005,25.7,1.1688,258452.0,258452.0,8270.464,162049.404
JHARKHAND,Lohardaga,96759.0,461790.0,57.6,2.7,2.5083,0.5,0.8361000000000002,14725.0,14725.0,412.3,1074.925
JHARKHAND,Lohardaga,96759.0,461790.0,54.8,2.9,2.6941,0.6,0.929,14725.0,14725.0,441.75,2194.025
JHARKHAND,Lohardaga,96759.0,461790.0,34.2,4.3,4.0205,1.3,1.496,14725.0,14725.0,647.9000000000001,10381.125
JHARKHAND,Purbi Singhbhum,262537.0,2293919.0,46.8,5.5,5.06,0.9,1.1039999999999999,342126.0,342126.0,19843.308,46529.136
JHARKHAND,Purbi Singhbhum,262537.0,2293919.0,35.2,3.8,3.6214,17.9,1.1436,342126.0,342126.0,13342.913999999999,170720.87399999998
JHARKHAND,Purbi Singhbhum,262537.0,2293919.0,25.3,2.3,2.2586,32.3,1.1784000000000001,342126.0,342126.0,7868.897999999999,276095.682
JHARKHAND,Palamu,355529.0,1939869.0,61.0,6.2,6.0202,0.6,0.971,52375.0,52375.0,3299.625,3875.75
JHARKHAND,Palamu,355529.0,1939869.0,58.5,6.1,5.916999999999999,1.0,1.067,52375.0,52375.0,3247.25,6861.125
JHARKHAND,Palamu,355529.0,1939869.0,38.6,5.3,5.0774,4.0,1.5328,52375.0,52375.0,2828.25,30534.625
JHARKHAND,Latehar,146377.0,726978.0,55.8,2.2,2.1186000000000003,0.3,0.7704000000000001,14137.0,14137.0,311.014,1017.864
JHARKHAND,Latehar,146377.0,726978.0,54.6,2.4,2.3087999999999997,0.5,0.7696000000000001,14137.0,14137.0,339.28799999999995,1526.796
JHARKHAND,Latehar,146377.0,726978.0,39.1,4.9,4.679500000000001,2.4,1.2415,14137.0,14137.0,706.85,7888.446
JHARKHAND,Hazaribagh,312983.0,1734495.0,45.8,3.2,3.0336000000000003,0.5,0.5688,68765.0,68765.0,2269.245,6395.145
JHARKHAND,Hazaribagh,312983.0,1734495.0,43.5,3.1,2.9419,1.0,0.6643000000000001,68765.0,68765.0,2269.245,13477.94
JHARKHAND,Hazaribagh,312983.0,1734495.0,31.6,2.8,2.6795999999999998,3.9,1.0527000000000002,68765.0,68765.0,2062.95,50542.275
JHARKHAND,Ramgarh,134067.0,949443.0,48.1,3.7,3.5631,0.8,0.5778,118558.0,118558.0,4505.204,13041.38
JHARKHAND,Ramgarh,134067.0,949443.0,43.8,3.6,3.4776,5.0,0.6761999999999999,118558.0,118558.0,4386.646000000001,39005.581999999995
JHARKHAND,Ramgarh,134067.0,949443.0,38.5,3.4,3.2946000000000004,10.2,0.7752000000000001,118558.0,118558.0,4268.088,71134.8
JHARKHAND,Dumka,303697.0,1321442.0,57.4,5.6,5.0624,0.3,0.8136000000000001,23281.0,23281.0,1396.86,1443.422
JHARKHAND,Dumka,303697.0,1321442.0,55.8,5.6,5.079199999999999,0.5,0.907,23281.0,23281.0,1373.579,2281.538
JHARKHAND,Dumka,303697.0,1321442.0,31.8,4.9,4.6158,3.4,2.7318000000000002,23281.0,23281.0,1164.05,14946.402
JHARKHAND,Jamtara,165555.0,791042.0,58.7,4.7,4.4039,0.1,0.3748,20113.0,20113.0,985.5370000000001,884.9720000000001
JHARKHAND,Jamtara,165555.0,791042.0,56.1,4.6,4.3194,0.3,0.37560000000000004,20113.0,20113.0,945.311,1971.0740000000003
JHARKHAND,Jamtara,165555.0,791042.0,32.1,3.2,3.0624000000000002,2.0,0.6698999999999999,20113.0,20113.0,663.7289999999999,12087.913
JHARKHAND,Ranchi,420740.0,2914253.0,47.5,2.7,2.3787000000000003,1.0,1.2333999999999998,310242.0,310242.0,9307.26,40951.943999999996
JHARKHAND,Ranchi,420740.0,2914253.0,40.4,3.2,2.9312,5.7,1.3739999999999997,310242.0,310242.0,10858.47,126888.97799999999
JHARKHAND,Ranchi,420740.0,2914253.0,30.7,4.0,3.86,12.3,1.4475,310242.0,310242.0,12719.921999999999,245401.422
JHARKHAND,Khunti,0.0,531885.0,44.9,2.7,2.1843000000000004,0.3,0.4045,0.0,0.0,0.0,0.0
JHARKHAND,Khunti,0.0,531885.0,44.2,2.7,2.2194000000000003,0.4,0.4932,0.0,0.0,0.0,0.0
JHARKHAND,Khunti,0.0,531885.0,36.9,3.0,2.8920000000000003,2.5,1.3496000000000001,0.0,0.0,0.0,0.0
JHARKHAND,Gumla,216629.0,1025213.0,48.9,2.4,1.8936000000000002,0.4,0.789,16445.0,16445.0,476.905,1052.48
JHARKHAND,Gumla,216629.0,1025213.0,48.1,2.5,1.9975,0.6,0.8789000000000001,16445.0,16445.0,493.35,1693.835
JHARKHAND,Gumla,216629.0,1025213.0,36.4,4.9,4.606,3.2,3.102,16445.0,16445.0,822.25,11264.825
JHARKHAND,Simdega,144169.0,599578.0,51.4,2.6,2.2698,0.3,0.5237999999999999,11114.0,11114.0,322.306,544.586
JHARKHAND,Simdega,144169.0,599578.0,50.5,2.7,2.3706,0.4,0.6145999999999999,11114.0,11114.0,333.42,911.3479999999998
JHARKHAND,Simdega,144169.0,599578.0,38.4,3.9,3.7245,2.8,1.6235,11114.0,11114.0,444.56,5934.876
JHARKHAND,Pashchimi Singhbhum,336928.0,1502338.0,47.9,3.7,3.4965,0.3,0.37800000000000006,63396.0,63396.0,2535.84,2345.652
JHARKHAND,Pashchimi Singhbhum,336928.0,1502338.0,46.3,3.8,3.61,1.9,0.57,63396.0,63396.0,2599.236,7480.728
JHARKHAND,Pashchimi Singhbhum,336928.0,1502338.0,36.8,4.5,4.4055,11.3,1.2727000000000002,63396.0,63396.0,2852.82,37340.244
JHARKHAND,Saraikela-Kharsawan,217248.0,1065056.0,47.1,3.3,2.9534999999999996,0.5,0.5369999999999999,68439.0,68439.0,2463.804,4380.0960000000005
JHARKHAND,Saraikela-Kharsawan,217248.0,1065056.0,44.4,3.3,3.0162,3.0,0.7312000000000001,68439.0,68439.0,2463.804,13893.117
JHARKHAND,Saraikela-Kharsawan,217248.0,1065056.0,35.9,3.4,3.3082,10.9,1.5568,68439.0,68439.0,2326.926,44143.155
ODISHA,Bargarh,411566.0,1481255.0,64.0,8.2,7.8474,0.8,1.0527000000000002,47395.0,47395.0,4028.575,5829.585
ODISHA,Bargarh,411566.0,1481255.0,62.2,7.9,7.568200000000001,1.1,1.1496,47395.0,47395.0,3838.995,7630.595000000001
ODISHA,Bargarh,411566.0,1481255.0,44.9,4.6,4.4252,3.9,1.8278,47395.0,47395.0,2227.565,25688.09
ODISHA,Jharsuguda,103224.0,579505.0,68.0,5.7,5.4321,0.8,0.4765,73962.0,73962.0,4363.758000000001,6952.428000000001
